,acc,loss,val_acc,val_loss
0,0.8116089612791835,0.41315449921759473,0.8621462024149062,0.32303745327037603
1,0.8705702647415052,0.31532262445345915,0.8741600489062948,0.30078178763122576
2,0.8791242362768247,0.2876610348642237,0.877621665672818,0.29696656465894505
3,0.8903258656047269,0.2673566447438145,0.8849521482507849,0.29025132071459714
4,0.8967922606924643,0.25224316140177777,0.8833231521560616,0.2910086366254476
5,0.9031568228105906,0.23720162996145955,0.8855630218120972,0.28761207153199525
6,0.9089613034623218,0.2231543531151993,0.8867847689225848,0.2923381172744108
7,0.9096741344438308,0.21502489445317544,0.8855630218363711,0.2966783148126771
8,0.9184826883910387,0.19892723893864334,0.8922826308651627,0.2898030876385124
9,0.925254582484725,0.18687242071339652,0.8920790063487709,0.31360384625879767
