,acc,loss,val_acc,val_loss
0,0.7634941915893829,0.6197788472587149,0.7949163050216987,0.5495682729746493
1,0.7944620535199951,0.5434862754056093,0.806478611283323,0.5138530295898807
2,0.8067841006856856,0.5101520552123442,0.8036887786732796,0.5138547287472124
3,0.8146113130356317,0.4877744539886794,0.8123992560446374,0.49497185884908496
4,0.822880259151862,0.46880188067925327,0.8144141351518909,0.4878924457315917
5,0.8273518448210886,0.4534329428974479,0.8172659640421575,0.487880405578566
6,0.8317691824834677,0.44120308226337407,0.8170799752014879,0.4869801447802424
7,0.8361322721417704,0.42907930627234636,0.8185368877867328,0.4863683288724099
8,0.8409293458474639,0.41802234009396866,0.8218226906385617,0.4874309508237348
9,0.8446492091424879,0.4075018535825336,0.8210787352758835,0.4893570597912315
10,0.8487798073425421,0.39744212845099464,0.8225356478611283,0.48938486389838903
11,0.8516782008261197,0.3890846454477973,0.8233725976441414,0.48681901129446487
